ph,treatment,disease,Lead,Mercury,Arsenic,Fluoride,Pesticides,Bacteria
7.76,Granular Activated Carbon + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,1
6.9,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
7.37,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
9.32,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
9.15,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
8.1,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
5.66,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
5.6,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
8.55,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
8.49,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.02,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
9.27,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.78,Granular Activated Carbon + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,1
9.84,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.43,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
6.93,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
4.21,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.4,Activated Carbon Filter + Granular Activated Carbon + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Hormonal imbalance",0,1,0,0,1,1
9.48,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
5.17,Activated Alumina + Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,1
5.36,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.82,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
5.99,Activated Carbon Filter + Granular Activated Carbon + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Hormonal imbalance",0,1,0,0,1,1
8.92,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
4.25,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
5.48,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
8.25,No treatment needed,Healthy,0,0,0,0,0,0
7.81,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
6.28,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
4.81,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
7.49,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,1,0,0
8.14,Activated Alumina + Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skeletal Fluorosis, Skin lesions, Cancer",0,1,1,1,0,0
9.03,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
6.08,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,0
7.89,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
9.12,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
8.85,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
7.47,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
8.45,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
8.41,Activated Carbon Filter + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Brain damage, Hormonal imbalance, Nervous system damage",1,1,0,0,1,0
7.98,No treatment needed,Healthy,0,0,0,0,0,0
6.26,Activated Alumina + Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,1
4.86,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
9.33,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
5.05,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.91,Activated Alumina + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skeletal Fluorosis",1,0,0,1,1,0
7.59,No treatment needed,Healthy,0,0,0,0,0,0
6.05,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
4.18,Activated Carbon Filter + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skin lesions, Cancer",0,1,1,0,0,1
4.37,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.86,No treatment needed,Healthy,0,0,0,0,0,0
9.49,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
9.92,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
4.1,Activated Alumina + Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skeletal Fluorosis, Skin lesions, Cancer",0,1,1,1,0,0
8.59,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.68,Activated Carbon Filter + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Brain damage, Hormonal imbalance, Nervous system damage",1,1,0,0,1,0
6.54,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,1,0,1,0,0,0
9.48,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
5.04,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.28,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,1,0,1,0,0,0
5.44,Activated Alumina + Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,1,0
7.24,Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,0
4.02,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
7.19,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
9.96,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
8.64,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
7.7,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
6.81,Activated Carbon Filter + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skin lesions, Cancer",1,1,1,0,0,0
4.55,Activated Alumina + Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,1
5.99,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
8.44,No treatment needed,Healthy,0,0,0,0,0,0
9.48,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
4.07,Activated Alumina + Granular Activated Carbon,"Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,0
5.51,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
7.58,Activated Alumina + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis, Skin lesions, Cancer",1,0,1,1,0,0
5.81,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.7,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.32,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
5.83,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.35,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.26,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,1,1,0,0,1
4.01,Activated Carbon Filter + Granular Activated Carbon + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Hormonal imbalance",0,1,0,0,1,1
6.71,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
5.8,Activated Alumina + Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skeletal Fluorosis, Skin lesions, Cancer",0,1,1,1,0,0
4.09,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
8.38,No treatment needed,Healthy,0,0,0,0,0,0
9.13,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.89,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
8.38,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,1
7.51,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.57,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
4.68,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
4.39,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.13,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,1
6.23,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.55,Activated Carbon Filter + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skin lesions, Cancer",0,1,1,0,0,1
9.05,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.71,Activated Alumina + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skeletal Fluorosis",1,0,0,1,1,0
4.44,Activated Alumina + Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,1,0
5.59,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
4.91,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
5.7,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
8.87,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,0
4.19,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
6.09,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
5.13,Granular Activated Carbon + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,1
7.37,No treatment needed,Healthy,0,0,0,0,0,0
7.02,Activated Alumina + Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skeletal Fluorosis",1,1,0,1,0,0
9.79,Activated Carbon Filter + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Nervous system damage",1,1,0,0,0,1
9.19,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,1,0,1,1,0
6.47,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
5.23,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.3,No treatment needed,Healthy,0,0,0,0,0,0
6.78,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
7.03,Activated Alumina + Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,1
6.21,Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage",1,0,0,0,1,0
6.6,Activated Carbon Filter + Granular Activated Carbon + Ion Exchange / Coagulation,"Brain damage, Hormonal imbalance, Skin lesions, Cancer",0,1,1,0,1,0
6.84,Activated Carbon Filter + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Brain damage, Hormonal imbalance, Nervous system damage",1,1,0,0,1,0
7.49,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
9.46,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.59,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,0
6.02,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
5.27,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.57,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,1,0,1,0,0,0
5.92,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
9.81,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.31,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.63,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
8.89,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
6.33,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
5.5,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.57,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
9.82,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
4.52,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
6.13,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
9.01,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
5.27,Activated Alumina + Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skeletal Fluorosis, Skin lesions, Cancer",0,1,1,1,0,0
9.28,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.97,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
9.86,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
4.8,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
6.47,Activated Alumina + Granular Activated Carbon,"Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,0
8.94,Activated Carbon Filter + Granular Activated Carbon + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Hormonal imbalance",0,1,0,0,1,1
6.39,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
5.51,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.71,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
7.83,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
7.49,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,1
4.01,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
8.08,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
4.41,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
4.05,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,1
6.4,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
6.91,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.24,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
9.55,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
9.39,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
8.69,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
5.95,Activated Alumina + Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance, Skeletal Fluorosis",0,1,0,1,1,0
5.64,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
9.38,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
6.69,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
9.71,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
6.91,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
8.49,Activated Alumina + Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,1,0
7.66,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
8.62,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
9.12,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
6.41,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
6.28,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
8.9,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
9.18,Activated Carbon Filter + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skin lesions, Cancer",0,1,1,0,0,1
6.32,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.85,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
6.69,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
9.62,Granular Activated Carbon + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,1
9.2,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
8.4,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
9.73,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
4.99,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
5.08,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
7.69,No treatment needed,Healthy,0,0,0,0,0,0
7.77,Activated Alumina + Granular Activated Carbon,"Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,0
6.78,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
8.03,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
5.26,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
5.71,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
5.32,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,1,0,1,1
4.15,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.63,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
4.39,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.34,No treatment needed,Healthy,0,0,0,0,0,0
5.86,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
5.65,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
7.77,No treatment needed,Healthy,0,0,0,0,0,0
5.86,Activated Alumina + Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,1
4.77,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
7.21,No treatment needed,Healthy,0,0,0,0,0,0
5.67,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
9.54,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
7.8,Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance",0,1,0,0,1,0
7.73,No treatment needed,Healthy,0,0,0,0,0,0
8.05,Activated Alumina + Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skeletal Fluorosis",1,1,0,1,0,0
7.67,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
8.91,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
5.09,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
9.61,Activated Carbon Filter + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Brain damage, Hormonal imbalance, Nervous system damage",1,1,0,0,1,0
7.24,Activated Alumina + Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance, Skeletal Fluorosis",0,1,0,1,1,0
4.47,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
7.2,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
9.24,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
7.45,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
5.28,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,1,0,1
9.91,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
7.29,Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,0
8.96,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
5.26,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.62,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
5.87,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
9.92,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
9.11,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
5.65,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
4.12,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.69,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
6.1,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
5.38,Activated Alumina + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis, Skin lesions, Cancer",1,0,1,1,0,0
5.52,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
4.65,Activated Alumina + Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance, Skeletal Fluorosis",0,1,0,1,1,0
4.41,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
8.83,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
5.02,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
8.89,Activated Alumina + Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,1
4.26,Activated Alumina + Granular Activated Carbon,"Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,0
4.33,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
4.67,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
7.21,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
4.9,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.89,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
7.44,Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage",1,0,0,0,1,0
8.77,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,0
8.36,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
4.93,Granular Activated Carbon + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,1
5.83,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
8.07,Activated Carbon Filter + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skin lesions, Cancer",0,1,1,0,0,1
9.14,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
9.09,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.57,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
8.73,Activated Carbon Filter + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skin lesions, Cancer",1,1,1,0,0,0
9.82,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
5.16,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,0,0
7.87,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
9.45,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
9.92,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
6.45,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
6.62,Activated Alumina + Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,1,0
8.79,Activated Alumina + Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skeletal Fluorosis",1,1,0,1,0,0
